Año,Mes,Estado,Municipio,Dentro de Norma,Total de Determinaciones,% de Determinaciones dentro de norma 
2016,Junio,TLAXCALA,LA MAGDALENA TLALTELU,4,4,100
2016,Junio,TLAXCALA,LAZARO CARDENAS,2,2,100
2016,Junio,TLAXCALA,MAZATECOCHCO DE JOSE,5,5,100
2016,Junio,TLAXCALA,MUNOZ DE DOMINGO AREN,1,1,100
2016,Junio,TLAXCALA,NANACAMILPA DE MARIAN,3,3,100
2016,Junio,TLAXCALA,NATIVITAS,39,39,100
2016,Junio,TLAXCALA,PANOTLA,21,21,100
2016,Junio,TLAXCALA,PAPALOTLA DE XICOHTEN,11,11,100
2016,Junio,TLAXCALA,SAN DAMIAN TEXOLOC,4,4,100
2016,Junio,TLAXCALA,SAN FRANCISCO TETLANO,11,11,100
2016,Junio,TLAXCALA,SAN JERONIMO ZACUALPA,3,3,100
2016,Junio,TLAXCALA,SAN JOSE TEACALCO,2,2,100
2016,Junio,TLAXCALA,SAN JUAN HUACTZINCO,3,3,100
2016,Junio,TLAXCALA,SAN LORENZO AXOCOMANI,4,4,100
2016,Junio,TLAXCALA,SAN PABLO DEL MONTE,10,10,100
2016,Junio,TLAXCALA,SANCTORUM DE LAZARO C,1,1,100
2016,Junio,TLAXCALA,SANTA ANA NOPALUCAN,2,2,100
2016,Junio,TLAXCALA,SANTA APOLONIA TEACAL,3,3,100
2016,Junio,TLAXCALA,SANTA CATARINA AYOMET,1,1,100
2016,Junio,TLAXCALA,SANTA CRUZ QUILEHTLA,1,1,100
2016,Junio,TLAXCALA,SANTA CRUZ TLAXCALA,4,4,100
2016,Junio,TLAXCALA,SANTA ISABEL XILOXOXT,1,1,100
2016,Junio,TLAXCALA,TENANCINGO,4,4,100
2016,Junio,TLAXCALA,TEOLOCHOLCO,5,5,100
2016,Junio,TLAXCALA,TEPETITLA DE LARDIZAB,10,10,100
2016,Junio,TLAXCALA,TEPEYANCO,22,22,100
2016,Junio,TLAXCALA,TERRENATE,3,3,100
2016,Junio,TLAXCALA,TETLATLAHUCA,12,12,100
2016,Junio,TLAXCALA,TLAXCALA,15,15,100
2016,Junio,TLAXCALA,TLAXCO,16,16,100
2016,Junio,TLAXCALA,TOTOLAC,5,5,100
2016,Junio,TLAXCALA,TZOMPANTEPEC,11,11,100
2016,Junio,TLAXCALA,XALOZTOC,7,7,100
2016,Junio,TLAXCALA,XALTOCAN,1,1,100
2016,Junio,TLAXCALA,XICOHTZINCO,2,2,100
2016,Junio,TLAXCALA,YAUHQUEMEHCAN,7,7,100
2016,Junio,TLAXCALA,ZACATELCO,3,3,100
2016,Julio,TLAXCALA,ACUAMANALA DE MIGUEL,15,15,100
2016,Julio,TLAXCALA,CHIAUTEMPAN,11,11,100
2016,Julio,TLAXCALA,CONTLA DE JUAN CUAMAT,11,11,100
2016,Julio,TLAXCALA,ESPANITA,3,3,100
2016,Julio,TLAXCALA,HUAMANTLA,28,28,100
2016,Julio,TLAXCALA,HUEYOTLIPAN,11,11,100
2016,Julio,TLAXCALA,IXTACUIXTLA DE MARIAN,19,19,100
2016,Julio,TLAXCALA,IXTENCO,2,2,100
2016,Julio,TLAXCALA,LA MAGDALENA TLALTELU,5,5,100
2016,Julio,TLAXCALA,MAZATECOCHCO DE JOSE,6,6,100
2016,Julio,TLAXCALA,NANACAMILPA DE MARIAN,5,5,100
2016,Julio,TLAXCALA,NATIVITAS,25,25,100
2016,Julio,TLAXCALA,PANOTLA,13,13,100
2016,Julio,TLAXCALA,PAPALOTLA DE XICOHTEN,8,8,100
2016,Julio,TLAXCALA,SAN DAMIAN TEXOLOC,3,3,100
2016,Julio,TLAXCALA,SAN FRANCISCO TETLANO,5,5,100
2016,Julio,TLAXCALA,SAN JERONIMO ZACUALPA,2,2,100
2016,Julio,TLAXCALA,SAN JOSE TEACALCO,2,2,100
2016,Julio,TLAXCALA,SAN JUAN HUACTZINCO,2,2,100
2016,Julio,TLAXCALA,SAN LORENZO AXOCOMANI,3,3,100
2016,Julio,TLAXCALA,SAN LUCAS TECOPILCO,1,1,100
2016,Julio,TLAXCALA,SAN PABLO DEL MONTE,2,2,100
2016,Julio,TLAXCALA,SANTA ANA NOPALUCAN,1,1,100
2016,Julio,TLAXCALA,SANTA APOLONIA TEACAL,1,1,100
2016,Julio,TLAXCALA,SANTA CATARINA AYOMET,3,3,100
2016,Julio,TLAXCALA,SANTA CRUZ QUILEHTLA,3,3,100
2016,Julio,TLAXCALA,SANTA CRUZ TLAXCALA,5,5,100
2016,Julio,TLAXCALA,SANTA ISABEL XILOXOXT,3,3,100
2016,Julio,TLAXCALA,TENANCINGO,3,3,100
2016,Julio,TLAXCALA,TEOLOCHOLCO,4,4,100
2016,Julio,TLAXCALA,TEPETITLA DE LARDIZAB,5,5,100
2016,Julio,TLAXCALA,TEPEYANCO,4,4,100
2016,Julio,TLAXCALA,TERRENATE,1,1,100
2016,Julio,TLAXCALA,TETLA DE LA SOLIDARID,1,1,100
2016,Julio,TLAXCALA,TLAXCALA,10,10,100
2016,Julio,TLAXCALA,TLAXCO,9,9,100
2016,Julio,TLAXCALA,TOCATLAN,3,3,100
2016,Julio,TLAXCALA,TOTOLAC,10,10,100
2016,Julio,TLAXCALA,XALOZTOC,2,2,100
2016,Julio,TLAXCALA,XALTOCAN,3,3,100
2016,Julio,TLAXCALA,XICOHTZINCO,3,3,100
2016,Julio,TLAXCALA,YAUHQUEMEHCAN,3,3,100
2016,Julio,TLAXCALA,ZACATELCO,3,3,100
2016,Julio,TLAXCALA,ZILTLALTEPEC DE TRINI,6,6,100
2016,Agosto,TLAXCALA,ACUAMANALA DE MIGUEL,25,25,100
2016,Agosto,TLAXCALA,APETATITLAN DE ANTONI,15,15,100
2016,Agosto,TLAXCALA,APIZACO,10,10,100
2016,Agosto,TLAXCALA,ATITZAYANCA,3,3,100
2016,Agosto,TLAXCALA,ATLANGATEPEC,4,4,100
2016,Agosto,TLAXCALA,BENITO JUAREZ,1,1,100
2016,Agosto,TLAXCALA,CHIAUTEMPAN,23,23,100
2016,Agosto,TLAXCALA,CONTLA DE JUAN CUAMAT,25,25,100
2016,Agosto,TLAXCALA,CUAPIAXTLA,4,4,100
2016,Agosto,TLAXCALA,CUAXOMULCO,3,3,100
2016,Agosto,TLAXCALA,EL CARMEN TEQUEXQUITL,4,4,100
2016,Agosto,TLAXCALA,EMILIANO ZAPATA,4,4,100
2016,Agosto,TLAXCALA,ESPANITA,2,2,100
2016,Agosto,TLAXCALA,HUAMANTLA,17,17,100
2016,Agosto,TLAXCALA,HUEYOTLIPAN,4,4,100
2016,Agosto,TLAXCALA,IXTACUIXTLA DE MARIAN,20,20,100
2016,Agosto,TLAXCALA,IXTENCO,2,2,100
2016,Agosto,TLAXCALA,LA MAGDALENA TLALTELU,3,3,100
2016,Agosto,TLAXCALA,LAZARO CARDENAS,4,4,100
2016,Agosto,TLAXCALA,MAZATECOCHCO DE JOSE,4,4,100
2016,Agosto,TLAXCALA,MUNOZ DE DOMINGO AREN,2,2,100
2016,Agosto,TLAXCALA,NANACAMILPA DE MARIAN,3,3,100
2016,Agosto,TLAXCALA,NATIVITAS,25,25,100
2016,Agosto,TLAXCALA,PANOTLA,5,5,100
2016,Agosto,TLAXCALA,PAPALOTLA DE XICOHTEN,7,7,100
2016,Agosto,TLAXCALA,SAN JERONIMO ZACUALPA,1,1,100
2016,Agosto,TLAXCALA,SAN JOSE TEACALCO,3,3,100
2016,Agosto,TLAXCALA,SAN JUAN HUACTZINCO,2,2,100
2016,Agosto,TLAXCALA,SAN LORENZO AXOCOMANI,3,3,100
2016,Agosto,TLAXCALA,SAN LUCAS TECOPILCO,2,2,100
2016,Agosto,TLAXCALA,SAN PABLO DEL MONTE,16,16,100
2016,Agosto,TLAXCALA,SANCTORUM DE LAZARO C,2,2,100
2016,Agosto,TLAXCALA,SANTA ANA NOPALUCAN,1,1,100
2016,Agosto,TLAXCALA,SANTA APOLONIA TEACAL,2,2,100
2016,Agosto,TLAXCALA,SANTA CATARINA AYOMET,1,1,100
2016,Agosto,TLAXCALA,SANTA CRUZ QUILEHTLA,3,3,100
2016,Agosto,TLAXCALA,SANTA CRUZ TLAXCALA,11,11,100
2016,Agosto,TLAXCALA,SANTA ISABEL XILOXOXT,2,2,100
2016,Agosto,TLAXCALA,TENANCINGO,2,2,100
2016,Agosto,TLAXCALA,TEOLOCHOLCO,8,8,100
2016,Agosto,TLAXCALA,TEPETITLA DE LARDIZAB,7,7,100
2016,Agosto,TLAXCALA,TEPEYANCO,8,8,100
2016,Agosto,TLAXCALA,TERRENATE,4,4,100
2016,Agosto,TLAXCALA,TETLA DE LA SOLIDARID,5,5,100
2016,Agosto,TLAXCALA,TETLATLAHUCA,9,9,100
2016,Agosto,TLAXCALA,TLAXCALA,12,12,100
2016,Agosto,TLAXCALA,TLAXCO,8,8,100
2016,Agosto,TLAXCALA,TOCATLAN,1,1,100
2016,Agosto,TLAXCALA,TOTOLAC,17,17,100
2016,Agosto,TLAXCALA,TZOMPANTEPEC,5,5,100
2016,Agosto,TLAXCALA,XALOZTOC,1,1,100
2016,Agosto,TLAXCALA,XALTOCAN,2,2,100
2016,Agosto,TLAXCALA,XICOHTZINCO,2,2,100
2016,Agosto,TLAXCALA,YAUHQUEMEHCAN,3,3,100
2016,Agosto,TLAXCALA,ZACATELCO,11,11,100
2016,Agosto,TLAXCALA,ZILTLALTEPEC DE TRINI,2,2,100
2016,Septiembre,TLAXCALA,ACUAMANALA DE MIGUEL,5,5,100
2016,Septiembre,TLAXCALA,APETATITLAN DE ANTONI,11,11,100
2016,Septiembre,TLAXCALA,APIZACO,5,5,100
2016,Septiembre,TLAXCALA,ATITZAYANCA,17,17,100
2016,Septiembre,TLAXCALA,ATLANGATEPEC,1,1,100
2016,Septiembre,TLAXCALA,CALPULALPAN,3,3,100
2016,Septiembre,TLAXCALA,CHIAUTEMPAN,7,7,100
2016,Septiembre,TLAXCALA,CONTLA DE JUAN CUAMAT,10,10,100
2016,Septiembre,TLAXCALA,CUAPIAXTLA,3,3,100
2016,Septiembre,TLAXCALA,CUAXOMULCO,3,3,100
2016,Septiembre,TLAXCALA,HUAMANTLA,42,42,100
2016,Septiembre,TLAXCALA,IXTACUIXTLA DE MARIAN,12,12,100
2016,Septiembre,TLAXCALA,IXTENCO,4,4,100
2016,Septiembre,TLAXCALA,LAZARO CARDENAS,8,8,100
2016,Septiembre,TLAXCALA,MUNOZ DE DOMINGO AREN,4,4,100
2016,Septiembre,TLAXCALA,NATIVITAS,19,19,100
2016,Septiembre,TLAXCALA,PANOTLA,2,2,100
2016,Septiembre,TLAXCALA,PAPALOTLA DE XICOHTEN,2,2,100
2016,Septiembre,TLAXCALA,SAN DAMIAN TEXOLOC,1,1,100
2016,Septiembre,TLAXCALA,SAN FRANCISCO TETLANO,1,1,100
2016,Septiembre,TLAXCALA,SAN JERONIMO ZACUALPA,3,3,100
2016,Septiembre,TLAXCALA,SAN JOSE TEACALCO,4,4,100
2016,Septiembre,TLAXCALA,SAN LORENZO AXOCOMANI,4,4,100
2016,Septiembre,TLAXCALA,SANTA CATARINA AYOMET,1,1,100
2016,Septiembre,TLAXCALA,SANTA CRUZ QUILEHTLA,1,1,100
2016,Septiembre,TLAXCALA,SANTA CRUZ TLAXCALA,14,14,100
2016,Septiembre,TLAXCALA,TENANCINGO,5,5,100
2016,Septiembre,TLAXCALA,TEOLOCHOLCO,1,1,100
2016,Septiembre,TLAXCALA,TEPETITLA DE LARDIZAB,2,2,100
2016,Septiembre,TLAXCALA,TEPEYANCO,5,5,100
2016,Septiembre,TLAXCALA,TERRENATE,14,14,100
2016,Septiembre,TLAXCALA,TETLA DE LA SOLIDARID,6,6,100
2016,Septiembre,TLAXCALA,TETLATLAHUCA,9,9,100
2016,Septiembre,TLAXCALA,TLAXCALA,14,14,100
2016,Septiembre,TLAXCALA,TLAXCO,7,7,100
2016,Septiembre,TLAXCALA,TOTOLAC,11,11,100
2016,Septiembre,TLAXCALA,TZOMPANTEPEC,7,7,100
2016,Septiembre,TLAXCALA,XALOZTOC,7,7,100
2016,Septiembre,TLAXCALA,XALTOCAN,1,1,100
2016,Septiembre,TLAXCALA,XICOHTZINCO,5,5,100
2016,Septiembre,TLAXCALA,ZILTLALTEPEC DE TRINI,10,10,100
2016,Octubre,TLAXCALA,ACUAMANALA DE MIGUEL,15,15,100
2016,Octubre,TLAXCALA,APETATITLAN DE ANTONI,14,14,100
2016,Octubre,TLAXCALA,APIZACO,5,5,100
2016,Octubre,TLAXCALA,ATITZAYANCA,25,25,100
2016,Octubre,TLAXCALA,ATLANGATEPEC,2,2,100
2016,Octubre,TLAXCALA,BENITO JUAREZ,2,2,100
2016,Octubre,TLAXCALA,CALPULALPAN,3,3,100
2016,Octubre,TLAXCALA,CHIAUTEMPAN,21,21,100
2016,Octubre,TLAXCALA,CONTLA DE JUAN CUAMAT,17,17,100
2016,Octubre,TLAXCALA,CUAPIAXTLA,19,19,100
2016,Octubre,TLAXCALA,CUAXOMULCO,1,1,100
2016,Octubre,TLAXCALA,EL CARMEN TEQUEXQUITL,11,11,100
2016,Octubre,TLAXCALA,ESPANITA,1,1,100
2016,Octubre,TLAXCALA,HUAMANTLA,38,38,100
2016,Octubre,TLAXCALA,HUEYOTLIPAN,2,2,100
2016,Octubre,TLAXCALA,IXTACUIXTLA DE MARIAN,17,17,100
2016,Octubre,TLAXCALA,LA MAGDALENA TLALTELU,3,3,100
2016,Octubre,TLAXCALA,MAZATECOCHCO DE JOSE,1,1,100
2016,Octubre,TLAXCALA,MUNOZ DE DOMINGO AREN,1,1,100
2016,Octubre,TLAXCALA,NANACAMILPA DE MARIAN,2,2,100
2016,Octubre,TLAXCALA,NATIVITAS,11,11,100
2016,Octubre,TLAXCALA,PANOTLA,10,10,100
2016,Octubre,TLAXCALA,PAPALOTLA DE XICOHTEN,4,4,100
2016,Octubre,TLAXCALA,SAN DAMIAN TEXOLOC,2,2,100
2016,Octubre,TLAXCALA,SAN FRANCISCO TETLANO,3,3,100
2016,Octubre,TLAXCALA,SAN JERONIMO ZACUALPA,1,1,100
2016,Octubre,TLAXCALA,SAN JUAN HUACTZINCO,2,2,100
2016,Octubre,TLAXCALA,SAN LORENZO AXOCOMANI,6,6,100
2016,Octubre,TLAXCALA,SAN LUCAS TECOPILCO,1,1,100
2016,Octubre,TLAXCALA,SAN PABLO DEL MONTE,7,7,100
2016,Octubre,TLAXCALA,SANCTORUM DE LAZARO C,2,2,100
2016,Octubre,TLAXCALA,SANTA ANA NOPALUCAN,1,1,100
2016,Octubre,TLAXCALA,SANTA CRUZ TLAXCALA,7,7,100
2016,Octubre,TLAXCALA,TENANCINGO,5,5,100
2016,Octubre,TLAXCALA,TEOLOCHOLCO,6,6,100
2016,Octubre,TLAXCALA,TEPETITLA DE LARDIZAB,10,10,100
2016,Octubre,TLAXCALA,TEPEYANCO,6,6,100
2016,Octubre,TLAXCALA,TERRENATE,19,19,100
2016,Octubre,TLAXCALA,TLAXCALA,13,13,100
2016,Octubre,TLAXCALA,TOTOLAC,5,5,100
2016,Octubre,TLAXCALA,XALTOCAN,3,3,100
2016,Octubre,TLAXCALA,YAUHQUEMEHCAN,1,1,100
2016,Octubre,TLAXCALA,ZACATELCO,4,4,100
2016,Octubre,TLAXCALA,ZILTLALTEPEC DE TRINI,4,4,100
2016,Noviembre,TLAXCALA,ACUAMANALA DE MIGUEL,15,15,100
2016,Noviembre,TLAXCALA,APETATITLAN DE ANTONI,20,20,100
2016,Noviembre,TLAXCALA,APIZACO,18,18,100
2016,Noviembre,TLAXCALA,ATITZAYANCA,27,27,100
2016,Noviembre,TLAXCALA,ATLANGATEPEC,6,6,100
2016,Noviembre,TLAXCALA,CHIAUTEMPAN,32,32,100
2016,Noviembre,TLAXCALA,CONTLA DE JUAN CUAMAT,17,17,100
2016,Noviembre,TLAXCALA,CUAPIAXTLA,14,14,100
2016,Noviembre,TLAXCALA,EL CARMEN TEQUEXQUITL,8,8,100
2016,Noviembre,TLAXCALA,HUAMANTLA,49,49,100
2016,Noviembre,TLAXCALA,HUEYOTLIPAN,3,3,100
2016,Noviembre,TLAXCALA,IXTACUIXTLA DE MARIAN,19,19,100
2016,Noviembre,TLAXCALA,IXTENCO,5,5,100
2016,Noviembre,TLAXCALA,LA MAGDALENA TLALTELU,6,6,100
2016,Noviembre,TLAXCALA,MAZATECOCHCO DE JOSE,5,5,100
2016,Noviembre,TLAXCALA,MUNOZ DE DOMINGO AREN,2,2,100
2016,Noviembre,TLAXCALA,NANACAMILPA DE MARIAN,1,1,100
2016,Noviembre,TLAXCALA,NATIVITAS,11,11,100
2016,Noviembre,TLAXCALA,PANOTLA,8,8,100
2016,Noviembre,TLAXCALA,PAPALOTLA DE XICOHTEN,7,7,100
2016,Noviembre,TLAXCALA,SAN DAMIAN TEXOLOC,5,5,100
2016,Noviembre,TLAXCALA,SAN FRANCISCO TETLANO,7,7,100
2016,Noviembre,TLAXCALA,SAN JERONIMO ZACUALPA,2,2,100
2016,Noviembre,TLAXCALA,SAN JUAN HUACTZINCO,4,4,100
2016,Noviembre,TLAXCALA,SAN LORENZO AXOCOMANI,7,7,100
2016,Noviembre,TLAXCALA,SAN PABLO DEL MONTE,1,1,100
2016,Noviembre,TLAXCALA,SANTA ANA NOPALUCAN,1,1,100
2016,Noviembre,TLAXCALA,SANTA APOLONIA TEACAL,2,2,100
2016,Noviembre,TLAXCALA,SANTA CATARINA AYOMET,4,4,100
2016,Noviembre,TLAXCALA,SANTA CRUZ QUILEHTLA,3,3,100
2016,Noviembre,TLAXCALA,SANTA CRUZ TLAXCALA,16,16,100
2016,Noviembre,TLAXCALA,SANTA ISABEL XILOXOXT,4,4,100
2016,Noviembre,TLAXCALA,TENANCINGO,3,3,100
2016,Noviembre,TLAXCALA,TEOLOCHOLCO,8,8,100
2016,Noviembre,TLAXCALA,TEPETITLA DE LARDIZAB,11,11,100
2016,Noviembre,TLAXCALA,TEPEYANCO,7,7,100
2016,Noviembre,TLAXCALA,TERRENATE,3,3,100
2016,Noviembre,TLAXCALA,TETLA DE LA SOLIDARID,5,5,100
2016,Noviembre,TLAXCALA,TLAXCALA,27,27,100
2016,Noviembre,TLAXCALA,TLAXCO,18,18,100
2016,Noviembre,TLAXCALA,TOCATLAN,9,9,100
2016,Noviembre,TLAXCALA,TOTOLAC,14,14,100
2016,Noviembre,TLAXCALA,TZOMPANTEPEC,8,8,100
2016,Noviembre,TLAXCALA,XALOZTOC,2,2,100
2016,Noviembre,TLAXCALA,XALTOCAN,6,6,100
2016,Noviembre,TLAXCALA,XICOHTZINCO,2,2,100
2016,Noviembre,TLAXCALA,YAUHQUEMEHCAN,9,9,100
2016,Noviembre,TLAXCALA,ZACATELCO,6,6,100
2016,Noviembre,TLAXCALA,ZILTLALTEPEC DE TRINI,14,14,100
2016,Diciembre,TLAXCALA,ACUAMANALA DE MIGUEL,13,13,100
2016,Diciembre,TLAXCALA,APETATITLAN DE ANTONI,12,12,100
2016,Diciembre,TLAXCALA,APIZACO,5,5,100
2016,Diciembre,TLAXCALA,ATLANGATEPEC,6,6,100
2016,Diciembre,TLAXCALA,CHIAUTEMPAN,16,16,100
2016,Diciembre,TLAXCALA,CONTLA DE JUAN CUAMAT,9,9,100
2016,Diciembre,TLAXCALA,CUAPIAXTLA,4,4,100
2016,Diciembre,TLAXCALA,CUAXOMULCO,2,2,100
2016,Diciembre,TLAXCALA,EL CARMEN TEQUEXQUITL,4,4,100
2016,Diciembre,TLAXCALA,EMILIANO ZAPATA,14,14,100
2016,Diciembre,TLAXCALA,ESPANITA,4,4,100
2016,Diciembre,TLAXCALA,IXTACUIXTLA DE MARIAN,28,28,100
2016,Diciembre,TLAXCALA,LA MAGDALENA TLALTELU,1,1,100
2016,Diciembre,TLAXCALA,LAZARO CARDENAS,17,17,100
2016,Diciembre,TLAXCALA,MAZATECOCHCO DE JOSE,4,4,100
2016,Diciembre,TLAXCALA,MUNOZ DE DOMINGO AREN,2,2,100
2016,Diciembre,TLAXCALA,NANACAMILPA DE MARIAN,5,5,100
2016,Diciembre,TLAXCALA,NATIVITAS,27,27,100
2016,Diciembre,TLAXCALA,PANOTLA,11,11,100
2016,Diciembre,TLAXCALA,PAPALOTLA DE XICOHTEN,6,6,100
2016,Diciembre,TLAXCALA,SAN DAMIAN TEXOLOC,3,3,100
2016,Diciembre,TLAXCALA,SAN FRANCISCO TETLANO,3,3,100
2016,Diciembre,TLAXCALA,SAN JERONIMO ZACUALPA,1,1,100
2016,Diciembre,TLAXCALA,SAN JOSE TEACALCO,3,3,100
2016,Diciembre,TLAXCALA,SAN JUAN HUACTZINCO,2,2,100
2016,Diciembre,TLAXCALA,SAN LORENZO AXOCOMANI,3,3,100
2016,Diciembre,TLAXCALA,SAN LUCAS TECOPILCO,1,1,100
2016,Diciembre,TLAXCALA,SANCTORUM DE LAZARO C,2,2,100
2016,Diciembre,TLAXCALA,SANTA ANA NOPALUCAN,2,2,100
2016,Diciembre,TLAXCALA,SANTA APOLONIA TEACAL,1,1,100
2016,Diciembre,TLAXCALA,SANTA CRUZ QUILEHTLA,2,2,100
2016,Diciembre,TLAXCALA,SANTA CRUZ TLAXCALA,13,13,100
2016,Diciembre,TLAXCALA,SANTA ISABEL XILOXOXT,3,3,100
2016,Diciembre,TLAXCALA,TENANCINGO,3,3,100
2016,Diciembre,TLAXCALA,TEPETITLA DE LARDIZAB,4,4,100
2016,Diciembre,TLAXCALA,TEPEYANCO,2,2,100
2016,Diciembre,TLAXCALA,TETLA DE LA SOLIDARID,1,1,100
2016,Diciembre,TLAXCALA,TETLATLAHUCA,3,3,100
2016,Diciembre,TLAXCALA,TLAXCALA,20,20,100
2016,Diciembre,TLAXCALA,TLAXCO,5,5,100
2016,Diciembre,TLAXCALA,TOCATLAN,10,10,100
2016,Diciembre,TLAXCALA,TOTOLAC,12,12,100
2016,Diciembre,TLAXCALA,TZOMPANTEPEC,18,18,100
2016,Diciembre,TLAXCALA,XALOZTOC,5,5,100
2016,Diciembre,TLAXCALA,XICOHTZINCO,2,2,100
2016,Diciembre,TLAXCALA,YAUHQUEMEHCAN,4,4,100
2016,Diciembre,TLAXCALA,ZACATELCO,5,5,100
2016,Enero,VERACRUZ,AGUA DULCE,4,4,100
2016,Enero,VERACRUZ,ALAMO TEMAPACHE,34,34,100
2016,Enero,VERACRUZ,AMATLAN DE LOS REYES,4,4,100
2016,Enero,VERACRUZ,ANGEL R. CABADA,2,6,33.33
2016,Enero,VERACRUZ,ATLAHUILCO,2,2,100
2016,Enero,VERACRUZ,ATZACAN,4,4,100
2016,Enero,VERACRUZ,AYAHUALULCO,5,5,100
2016,Enero,VERACRUZ,BOCA DEL RIO,60,60,100
2016,Enero,VERACRUZ,CAMERINO Z. MENDOZA,7,7,100
2016,Enero,VERACRUZ,CATEMACO,72,78,92.31
2016,Enero,VERACRUZ,CAZONES DE HERRERA,30,30,100
2016,Enero,VERACRUZ,CERRO AZUL,9,9,100
2016,Enero,VERACRUZ,CHINAMECA,3,4,75
2016,Enero,VERACRUZ,CHOCAMAN,8,8,100
2016,Enero,VERACRUZ,CHONTLA,1,1,100
2016,Enero,VERACRUZ,CHUMATLAN,2,2,100
2016,Enero,VERACRUZ,COAHUITLAN,4,4,100
2016,Enero,VERACRUZ,COATEPEC,70,70,100
2016,Enero,VERACRUZ,COATZACOALCOS,89,91,97.8
2016,Enero,VERACRUZ,COATZINTLA,28,28,100
2016,Enero,VERACRUZ,CORDOBA,79,79,100
2016,Enero,VERACRUZ,COSAMALOAPAN DE CARPI,52,52,100
2016,Enero,VERACRUZ,COSCOMATEPEC,16,16,100
2016,Enero,VERACRUZ,COSOLEACAQUE,18,18,100
2016,Enero,VERACRUZ,COXQUIHUI,1,1,100
2016,Enero,VERACRUZ,COYUTLA,4,4,100
2016,Enero,VERACRUZ,EL HIGO,11,11,100
2016,Enero,VERACRUZ,EMILIANO ZAPATA,13,13,100
2016,Enero,VERACRUZ,ESPINAL,5,5,100
2016,Enero,VERACRUZ,FILOMENO MATA,1,1,100
2016,Enero,VERACRUZ,GUTIERREZ ZAMORA,20,20,100
2016,Enero,VERACRUZ,HIDALGOTITLAN,2,3,66.67
2016,Enero,VERACRUZ,IXCATEPEC,2,2,100
2016,Enero,VERACRUZ,IXHUACAN DE LOS REYES,0,4,0
2016,Enero,VERACRUZ,IXHUATLAN DEL SURESTE,2,2,100
2016,Enero,VERACRUZ,IXMATLAHUACAN,8,8,100
2016,Enero,VERACRUZ,JALACINGO,12,12,100
2016,Enero,VERACRUZ,JALCOMULCO,5,5,100
2016,Enero,VERACRUZ,JALTIPAN,0,8,0
2016,Enero,VERACRUZ,JAMAPA,4,6,66.67
2016,Enero,VERACRUZ,JUCHIQUE DE FERRER,12,12,100
2016,Enero,VERACRUZ,LA ANTIGUA,76,76,100
2016,Enero,VERACRUZ,LAS CHOAPAS,10,12,83.33
2016,Enero,VERACRUZ,LERDO DE TEJADA,0,14,0
2016,Enero,VERACRUZ,MAGDALENA,76,76,100
2016,Enero,VERACRUZ,MALTRATA,2,2,100
2016,Enero,VERACRUZ,MANLIO FABIO ALTAMIRA,16,16,100
2016,Enero,VERACRUZ,MARTINEZ DE LA TORRE,64,64,100
2016,Enero,VERACRUZ,MECATLAN,2,2,100
2016,Enero,VERACRUZ,MECAYAPAN,0,2,0
2016,Enero,VERACRUZ,MEDELLIN DE BRAVO,10,10,100
2016,Enero,VERACRUZ,MINATITLAN,9,9,100
2016,Enero,VERACRUZ,MISANTLA,37,37,100
2016,Enero,VERACRUZ,MOLOACAN,3,4,75
2016,Enero,VERACRUZ,NANCHITAL DE LAZARO C,2,2,100
2016,Enero,VERACRUZ,NARANJOS AMATLAN,4,4,100
2016,Enero,VERACRUZ,NOGALES,3,4,75
2016,Enero,VERACRUZ,ORIZABA,24,45,53.33
2016,Enero,VERACRUZ,OTEAPAN,2,2,100
2016,Enero,VERACRUZ,PAJAPAN,2,3,66.67
2016,Enero,VERACRUZ,PANUCO,72,73,98.63
2016,Enero,VERACRUZ,PAPANTLA,76,76,100
2016,Enero,VERACRUZ,PASO DE OVEJAS,72,72,100
2016,Enero,VERACRUZ,PEROTE,3,4,75
2016,Enero,VERACRUZ,PLAYA VICENTE,15,15,100
2016,Enero,VERACRUZ,POZA RICA DE HIDALGO,57,57,100
2016,Enero,VERACRUZ,PUEBLO VIEJO,47,47,100
2016,Enero,VERACRUZ,PUENTE NACIONAL,36,36,100
2016,Enero,VERACRUZ,RIO BLANCO,4,5,80
2016,Enero,VERACRUZ,SAN ANDRES TUXTLA,143,171,83.63
2016,Enero,VERACRUZ,SAN RAFAEL,32,32,100
2016,Enero,VERACRUZ,SANTIAGO TUXTLA,24,24,100
2016,Enero,VERACRUZ,SOTEAPAN,0,4,0
2016,Enero,VERACRUZ,TAMIAHUA,2,2,100
2016,Enero,VERACRUZ,TANTOYUCA,15,26,57.69
2016,Enero,VERACRUZ,TATAHUICAPAN DE JUARE,4,4,100
2016,Enero,VERACRUZ,TEMPOAL,9,9,100
2016,Enero,VERACRUZ,TENOCHTITLAN,8,8,100
2016,Enero,VERACRUZ,TEPETZINTLA,7,7,100
2016,Enero,VERACRUZ,TIERRA BLANCA,30,30,100
2016,Enero,VERACRUZ,TIHUATLAN,20,20,100
2016,Enero,VERACRUZ,TLACOJALPAN,3,3,100
2016,Enero,VERACRUZ,TLACOTALPAN,40,50,80
2016,Enero,VERACRUZ,TLALIXCOYAN,9,9,100
2016,Enero,VERACRUZ,TLAPACOYAN,16,16,100
2016,Enero,VERACRUZ,TLAQUILPA,2,5,40
2016,Enero,VERACRUZ,TOMATLAN,11,11,100
